ADM_RATE,SAT_AVG,TUITFTE,RET_FT4,PCTFLOAN,PCTPELL,DEBT_MDN,CDR3,mn_earn_wne_p7
0.2548,1009,24802,0.7105,0.7813,0.4167,20375,0.05,0
0.6558,841,11093,0.6887,0.4199,0.4763,12000,0.073,1
0.8291,851,4029,0.6838,0.8872,0.7918,19696.5,0.158,1
0.4847,863,7156,0.4717,0.6554,0.6292,5500,0.072,1
0.1386,666,8204,0.6273,0.8983,0.8758,9000,0.237,1
0.5715,849,3357,0.7247,0.7652,0.7029,18137,0.229,1
0.5125,830,7813,0.6219,0.8735,0.8265,15854.5,0.191,1
0.7122,723,11219,0.5296,0.9334,0.8344,16750,0.255,1
0.5496,851,3202,0.7133,0.7136,0.5873,17003.5,0.132,1
0.3774,860,7858,0.5167,0.679,0.5945,14750,0.286,1
0.4589,780,13782,0.5121,0.8382,0.7025,12498,0.28,1
0.666,812,9477,0.6298,0.9369,0.7762,18750,0.168,1
0.5848,750,10362,0.5421,0.8698,0.6777,14250,0.284,1
0.5079,851,9292,0.6027,0.8187,0.7041,21750,0.226,1
0.2732,802,9451,0.509,0.8214,0.841,11351,0.258,1
0.4363,863,4270,0.689,0.8446,0.7346,23750,0.162,1
0.8747,850,9803,0.425,0.7102,0.5998,9500,0.097,1
0.4377,778,11414,0.6763,0.8841,0.7706,15150,0.251,1
0.2272,825,3148,0.5296,0.7721,0.69,20969,0.159,1
0.3668,826,10822,0.5614,0.834,0.6938,18750,0.274,1
0.6738,749,7143,0.6125,0.8594,0.7454,20250,0.373,1
0.7458,1070,11539,0.7206,0.7575,0.4064,16450,0.057,2
0.9615,970,10496,0.6429,0.7877,0.6089,19414.5,0.108,2
0.9688,948,10824,0.6186,0.735,0.4962,18000,0.134,2
0.7127,1019,8642,0.5163,0.581,0.4437,9500,0.087,2
0.6825,1060,18008,0.7826,0.7824,0.4424,27000,0.054,2
0.5803,1175,26289,0.8257,0.6126,0.2429,23000,0.044,2
0.9459,811,5310,0.6495,0.8463,0.6829,17000,0.137,2
0.7204,926,3693,0.6759,0.6704,0.5349,13260,0.159,2
0.8551,1035,30173,0.7938,0.7123,0.3727,26945,0.102,2
0.9987,1015,11560,0.7054,0.6511,0.5288,9500,0.088,2
0.671,1019,5630,0.6497,0.9071,0.472,14000,0.105,2
0.9711,939,9752,0.6414,0.7138,0.5686,10035,0.115,2
0.9728,990,3721,0.6614,0.6786,0.6068,11500,0.158,2
0.4502,990,7142,0.6281,0.6727,0.5839,6700,0.116,2
0.6377,922,12442,0.5248,0.6244,0.4504,9500,0.167,2
0.9709,1081,7560,0.7409,0.5371,0.4426,14830,0.079,2
0.5895,1073,19293,0.7009,0.8781,0.3907,21166,0.075,2
0.7474,986,12425,0.6915,0.8197,0.4338,16750,0.118,2
0.8989,823,9063,0.6314,0.8204,0.7115,19500,0.163,2
0.457,980,2738,0.6388,0.6086,0.4738,11028,0.173,2
0.8595,1009,5498,0.6618,0.5866,0.5384,15000,0.137,3
0.3723,993,5426,0.403,0.3971,0.4616,10013.5,0.104,3
0.6419,998,6332,0.7191,0.5718,0.2956,13576.5,0.088,3
0.6002,1009,5757,0.7149,0.5983,0.4278,14921.5,0.128,3
0.5543,984,5949,0.6648,0.607,0.4559,14750,0.114,3
0.6422,982,5701,0.661,0.6512,0.4555,15750,0.089,3
0.8212,972,6199,0.6535,0.576,0.4025,11250,0.16,3
0.6996,1011,5632,0.6838,0.5732,0.4485,15000,0.116,3
0.8083,990,6183,0.6884,0.6299,0.3814,15296,0.103,3
0.5122,973,5206,0.6578,0.5839,0.4158,13750,0.082,3
0.8924,993,6118,0.5934,0.5873,0.3475,13575,0.08,3
0.8309,996,5645,0.6719,0.4984,0.3675,15517,0.109,3
0.875,1049,5566,0.6504,0.4633,0.3175,10500,0.072,3
0.5407,974,8457,0.6731,0.5745,0.4531,10828,0.106,3
0.9814,969,4410,0.6252,0.4532,0.4848,12449,0.169,3
0.6832,970,10948,0.6171,0.804,0.4339,11500,0.079,3
0.7404,993,11355,0.6264,0.6858,0.377,14750,0.106,3
0.5365,980,8213,0.614,0.6239,0.3839,10500,0.056,3
0.6934,1004,4864,0.6879,0.542,0.3231,13500,0.096,3
0.7003,962,5333,0.6346,0.4083,0.3369,14000,0.152,3
0.7247,1009,8604,0.7012,0.6873,0.343,17500,0.117,3
0.6002,1029,5580,0.7386,0.5872,0.4432,16000,0.075,3
0.7868,1022,5686,0.6856,0.6019,0.4364,14726.5,0.156,3
0.6678,990,4881,0.672,0.594,0.3557,13500,0.085,3
0.7285,988,10681,0.79,0.1337,0.1264,10500,0.126,3
0.3639,971,9340,0.64,0.783,0.5024,12000,0.086,3
0.5628,1007,13466,0.5811,0.8015,0.4368,14250,0.077,3
0.4853,975,3990,0.7532,0.6466,0.4594,15895.5,0.088,3
0.5385,950,5394,0.7147,0.6619,0.4763,14250,0.104,3
0.9262,995,11488,0.6654,0.9082,0.4204,14250,0.097,3
0.8911,1049,5136,0.6768,0.6301,0.3314,15772,0.069,3
0.3766,1034,5283,0.7865,0.5798,0.3814,15000,0.081,3
0.9434,967,5059,0.6263,0.5624,0.4132,12061,0.139,3
0.9649,1016,9302,0.6636,0.6238,0.4149,15000,0.135,3
0.9975,998,8615,0.7831,0.6746,0.4228,12500,0.114,3
0.7337,970,4087,0.6807,0.5201,0.4926,12500,0.164,3
0.5926,972,9142,0.6667,0.7906,0.4785,15500,0.1,3
0.7547,990,4901,0.7271,0.5988,0.4259,14054,0.12,3
0.45,1010,11572,0.5706,0.832,0.5006,12146.5,0.128,3
0.8472,975,12942,0.6729,0.669,0.2441,15289,0.068,3
0.6095,1001,9212,0.6008,0.3499,0.2158,15807,0.078,3
0.6567,990,11665,0.5746,0.6486,0.3883,14089.5,0.071,3
0.882,950,5590,0.685,0.6583,0.4433,17500,0.093,3
0.5561,983,10917,0.7059,0.7604,0.4096,16160,0.084,3
0.6081,989,3465,0.6433,0.5054,0.5152,10500,0.181,3
0.8941,950,5429,0.6614,0.5628,0.4927,12500,0.121,3
0.6221,1011,2994,0.5716,0.5985,0.5296,10443,0.154,3
0.514,1013,10742,0.6012,0.5408,0.4796,9500,0.083,3
0.6887,973,11674,0.647,0.7398,0.4667,15750,0.088,3
0.5522,1033,5388,0.6885,0.6571,0.4592,16000,0.102,3
0.8326,1036,6192,0.7112,0.6811,0.4613,16500,0.113,3
0.4808,1062,5712,0.7003,0.4931,0.4102,12500,0.097,3
0.829,967,5331,0.6444,0.4761,0.2644,12000,0.048,3
0.55,983,11569,0.6959,0.7022,0.4881,14625,0.061,3
0.6458,1038,5090,0.7769,0.3877,0.3846,14164.5,0.13,3
0.5662,1004,4815,0.6818,0.3951,0.2317,12878.5,0.065,3
0.6425,1046,10369,0.727,0.9271,0.4662,16000,0.07,3
0.6136,1057,11980,0.6943,0.4826,0.3906,12349.5,0.155,3
0.7992,950,4433,0.5737,0.4546,0.4777,9860,0.163,3
0.8297,1010,6380,0.6926,0.4321,0.2364,12500,0.091,3
0.716,964,12865,0.5763,0.8233,0.4646,16000,0.116,3
0.5764,1168,5637,0.871,0.5037,0.2932,14768,0.056,3
0.6791,1100,13817,0.7885,0.9151,0.306,21500,0.078,4
0.494,1028,12100,0.6617,0.5994,0.347,21081.5,0.074,4
0.5837,995,13383,0.6111,0.7986,0.452,18686.5,0.071,4
0.3759,1035,11836,0.6285,0.604,0.3379,16137,0.091,4
0.7173,1077,12140,0.7834,0.8425,0.3386,18624,0.027,4
0.7778,960,12041,0.7175,0.5758,0.2435,15683.5,0.057,4
0.537,1014,11677,0.6187,0.7722,0.3826,15455,0.128,4
0.4097,1029,13521,0.581,0.9234,0.5272,18750,0.085,4
0.53,1112,13810,0.8146,0.5598,0.2167,21500,0.017,4
0.4685,1035,12791,0.4836,0.7106,0.3924,15224,0.067,4
0.6995,1054,13098,0.7436,0.866,0.5057,15000,0.053,4
0.4681,951,11581,0.7315,0.7576,0.4989,17250,0.063,4
0.8359,972,13775,0.7296,0.4346,0.2925,15969.5,0.083,4
0.7561,950,12247,0.682,0.6489,0.4213,21500,0.053,4
0.5695,986,12484,0.6206,0.6525,0.7552,16000,0.169,4
0.6137,1104,12657,0.8077,0.5335,0.3051,15750,0.025,4
0.5441,1030,13210,0.673,0.7873,0.4521,15750,0.035,4
0.6431,1049,12890,0.7588,0.8164,0.4428,22000,0.077,4
0.9108,1113,14223,0.8755,0.6783,0.3758,19000,0.024,4
0.7686,1058,14098,0.6994,0.6239,0.3274,18812.5,0.056,4
0.8835,959,11530,0.686,0.5549,0.3803,18750,0.039,4
0.8114,1090,14038,0.7598,0.7108,0.2827,19500,0.04,4
0.8219,1085,12252,0.7553,0.7258,0.3432,21445,0.043,4
0.6125,1034,11624,0.8182,0.583,0.3568,21733,0.073,4
0.5924,982,12419,0.5908,0.6637,0.4571,16865,0.141,4
0.7536,1064,12726,0.8003,0.7072,0.3155,16000,0.129,4
0.8443,1018,13724,0.7368,0.6715,0.3729,19200,0.056,4
0.7989,962,14005,0.7158,0.5926,0.2796,21329,0.097,4
0.5466,1060,7284,0.8232,0.5883,0.5089,17070,0.085,4
0.5654,1068,5776,0.7564,0.5646,0.4179,15000,0.086,4
0.8134,1030,5707,0.7522,0.5615,0.2762,16852,0.045,4
0.7999,1075,14460,0.8066,0.7044,0.2888,21501,0.056,4
0.8788,1090,6878,0.7649,0.5899,0.2876,15463,0.064,4
0.7031,1165,12205,0.8262,0.4288,0.2257,17000,0.066,4
0.8755,989,15013,0.6934,0.6543,0.3152,22062.5,0.105,4
0.5945,963,4987,0.7675,0.6128,0.35,16750,0.104,4
0.7604,1102,14903,0.7436,0.8018,0.296,21500,0.049,4
0.473,986,9749,0.6368,0.6097,0.3976,17259,0.084,4
0.6304,1029,9329,0.7671,0.7469,0.349,21721.5,0.062,4
0.6876,915,14007,0.6011,0.7339,0.4285,15111.5,0.072,4
0.8608,1030,8308,0.7007,0.6362,0.3567,17459,0.061,4
0.5818,1010,8892,0.722,0.7042,0.4312,15882.5,0.083,4
0.6118,1001,8071,0.7019,0.74,0.5093,16703,0.054,4
0.698,1106,8747,0.7463,0.7783,0.3804,21500,0.069,4
0.6063,975,6683,0.6876,0.4291,0.3262,16000,0.146,4
0.7178,993,6401,0.6726,0.5099,0.3738,14950,0.074,4
0.5234,1030,15687,0.8064,0.7099,0.3695,18750,0.059,4
0.6841,1031,7413,0.7583,0.6224,0.471,18938,0.124,4
0.7325,1141,12384,0.8462,0.5545,0.2658,15000,0.1,4
0.6499,999,7143,0.7752,0.6009,0.4338,16490,0.105,4
0.6555,1030,5622,0.7363,0.59,0.2906,15116,0.047,4
0.6852,1066,7019,0.8038,0.5879,0.4046,16500,0.062,4
0.4683,1058,5412,0.8289,0.6861,0.2687,18750,0.036,4
0.8691,1010,5008,0.7074,0.5095,0.3073,15348,0.072,4
0.9137,1050,6697,0.7178,0.5571,0.3778,15000,0.102,4
0.8468,1030,6665,0.7694,0.6431,0.2963,18681,0.076,4
0.7374,1087,15523,0.7639,0.6996,0.2546,22000,0.065,4
0.8106,1085,9599,0.8066,0.6405,0.3718,19200.5,0.063,4
0.8856,990,7691,0.8063,0.6848,0.3037,18750,0.063,4
0.8371,1114,7992,0.8282,0.4661,0.255,15500,0.047,4
0.5997,1031,14554,0.8247,0.6566,0.4401,18656,0.058,4
0.6453,1017,6540,0.781,0.6099,0.2644,17500,0.058,4
0.8604,1064,6914,0.6787,0.5549,0.3743,15000,0.071,4
0.52,1094,5662,0.8048,0.6223,0.3753,16250,0.089,4
0.7844,946,9230,0.7128,0.65,0.3029,16750,0.051,4
0.4745,1159,11691,0.7524,0.5362,0.2183,21750,0.056,4
0.6621,1007,9650,0.6954,0.6363,0.3478,19023.5,0.062,4
0.4401,1070,5328,0.5991,0.4556,0.3928,16954,0.074,4
0.4564,1026,5027,0.8376,0.6593,0.3528,18750,0.07,4
0.7211,987,6004,0.7808,0.6887,0.3416,15529.5,0.078,4
0.7241,1050,6076,0.6583,0.5949,0.3557,14815,0.095,4
0.6191,1010,7891,0.7707,0.6699,0.3923,18750,0.062,4
0.5687,998,5908,0.6729,0.601,0.448,16074,0.129,4
0.6108,1028,12257,0.7,0.7291,0.4332,18750,0.079,5
0.876,1057,14109,0.8289,0.5742,0.3656,19843,0.061,5
0.7689,1109,12109,0.7753,0.6626,0.2688,19500,0.03,5
0.7528,1070,15258,0.8262,0.6722,0.364,18750,0.047,5
0.5486,1113,15493,0.7836,0.5769,0.1991,19500,0.05,5
0.6832,1083,14741,0.7619,0.4915,0.2009,18770,0.044,5
0.6538,1029,11712,0.8328,0.6951,0.3353,18750,0.096,5
0.7251,1101,15382,0.802,0.6311,0.3012,20000,0.051,5
0.726,1046,15256,0.8571,0.8074,0.4377,20432,0.049,5
0.7018,1105,15633,0.7841,0.8048,0.2774,20750,0.077,5
0.7179,1046,11480,0.7131,0.7211,0.3991,19549,0.064,5
0.5806,1107,15070,0.8078,0.6536,0.3501,20500,0.056,5
0.7213,1061,9535,0.7609,0.717,0.3799,19500,0.097,5
0.62,1078,11937,0.8898,0.5688,0.564,17000,0.061,5
0.6892,1110,10026,0.816,0.6022,0.2557,18750,0.04,5
0.5512,1087,12527,0.7652,0.761,0.3883,22000,0.098,5
0.7587,1105,13869,0.8421,0.6629,0.3073,22000,0.032,5
0.6992,1029,15822,0.8429,0.8985,0.2192,20500,0.056,5
0.3802,1024,13571,0.8808,0.7646,0.5152,25500,0.106,5
0.6875,1035,12554,0.8525,0.7069,0.2912,25000,0.047,5
0.6992,1049,12548,0.7098,0.678,0.3435,14250,0.068,5
0.5862,977,13821,0.6477,0.7371,0.4511,20834,0.089,5
0.772,1049,12553,0.7479,0.713,0.4226,16250,0.043,5
0.9119,1020,12540,0.7633,0.6231,0.2503,18112,0.035,5
0.6845,1010,14864,0.8228,0.774,0.3397,19500,0.055,5
0.423,1078,14692,0.6973,0.6157,0.3034,17348.5,0.069,5
0.6913,1102,9693,0.8659,0.5255,0.2865,19125,0.06,5
0.6117,1045,8128,0.7303,0.5297,0.4019,18832,0.06,5
0.9094,956,15624,0.7091,0.5817,0.2744,19837.5,0.069,5
0.6349,1065,13149,0.7496,0.6959,0.2628,23000,0.052,5
0.8802,1105,11958,0.7892,0.7337,0.2972,22500,0.035,5
0.688,1186,15560,0.895,0.412,0.1902,19500,0.026,5
0.9617,1050,15956,0.8021,0.7051,0.2581,20500,0.067,5
0.5823,1050,19894,0.7277,0.682,0.5144,20000,0.083,5
0.6329,941,14621,0.6693,0.7399,0.4854,19298,0.099,5
0.637,1082,15833,0.7737,0.7143,0.2525,19557,0.088,5
0.5102,932,13200,0.7143,0.5529,0.3379,18750,0.096,5
0.5054,1010,12927,0.7548,0.7819,0.4879,19150,0.058,5
0.7674,1075,16566,0.7524,0.6377,0.348,18750,0.049,5
0.6409,1041,12413,0.8033,0.7542,0.4091,20927,0.089,5
0.8108,952,14240,0.731,0.7012,0.4731,19118,0.087,5
0.8514,1067,13845,0.7677,0.7655,0.5112,18500,0.055,5
0.6524,1070,15202,0.7941,0.6967,0.3852,25000,0.081,5
0.7281,1086,15220,0.8048,0.7034,0.2451,24000,0.044,5
0.7784,1100,12480,0.8641,0.676,0.2238,23128.5,0.029,5
0.8102,1030,14552,0.777,0.7329,0.3424,22375,0.049,5
0.7204,1221,12390,0.8998,0.4135,0.152,19130,0.014,5
0.6396,1096,15293,0.7921,0.7876,0.333,24000,0.031,5
0.5795,1024,13214,0.7037,0.7265,0.3106,23412.5,0.063,5
0.5156,1105,8550,0.8736,0.6315,0.2406,19695.5,0.052,5
0.7822,1109,8284,0.7509,0.5882,0.2431,18925,0.044,5
0.6211,1068,6960,0.868,0.667,0.3564,18750,0.044,5
0.7233,1129,18087,0.8384,0.6926,0.2248,21000,0.037,6
0.6805,1122,16661,0.8595,0.7079,0.2234,23000,0.022,6
0.4802,1108,17980,0.8477,0.556,0.2578,19500,0.038,6
0.7853,1117,21461,0.8263,0.5887,0.344,21500,0.06,6
0.7676,1112,17987,0.8183,0.644,0.3086,22695,0.027,6
0.619,1080,15271,0.875,0.697,0.3234,21216.5,0.051,6
0.7743,1109,17816,0.7569,0.6039,0.2928,25000,0.023,6
0.6121,1215,16598,0.9221,0.4277,0.1879,21000,0.03,6
0.7724,1121,16575,0.766,0.4209,0.3357,20000,0.068,6
0.5613,1258,16043,0.9087,0.5513,0.1706,22000,0.042,6
0.7697,1153,17548,0.8673,0.3653,0.1494,20000,0.013,6
0.521,1115,14327,0.875,0.6853,0.3903,21230,0.08,6
0.4365,1145,19336,0.8179,0.3302,0.1847,21500,0.085,6
0.4678,930,16547,0.5997,0.7424,0.5181,21500,0.057,6
0.9485,1144,16210,0.8504,0.6746,0.27,20500,0.036,6
0.6056,1110,11683,0.6857,0.7565,0.3776,21906.5,0.023,6
0.6997,1132,16524,0.8344,0.5802,0.1827,24000,0.037,6
0.86,1006,16976,0.6955,0.7213,0.3342,20910,0.061,6
0.8568,1141,17632,0.8753,0.6167,0.2029,26814,0.016,6
0.5141,1070,15719,0.7909,0.7678,0.3653,21000,0.036,6
0.8041,1080,10577,0.8459,0.5215,0.2355,19500,0.057,6
0.7585,933,16634,0.7792,0.7181,0.3558,22498.5,0.044,6
0.7997,1104,15610,0.8252,0.8868,0.5391,22313,0.067,6
0.5218,1070,4577,0.8997,0.3883,0.4404,15703.5,0.038,6
0.5217,1168,16516,0.8736,0.5244,0.259,20644,0.084,6
0.9212,1009,19064,0.8269,0.5797,0.2424,21000,0.043,6
0.8396,1081,7552,0.7989,0.3853,0.2884,12000,0.051,6
0.7379,991,8237,0.7143,0.6545,0.3371,21500,0.077,6
0.5652,1158,7732,0.8759,0.4677,0.2835,15200,0.045,6
0.5841,1136,9305,0.8463,0.4299,0.3879,14878,0.079,6
0.3121,1090,6601,0.8775,0.3828,0.3956,14495,0.052,6
0.6654,1155,18917,0.8933,0.641,0.2712,20500,0.025,6
0.5526,1096,9261,0.8665,0.6063,0.25,19500,0.053,6
0.7189,899,17452,0.6689,0.879,0.4339,19000,0.071,6
0.7994,1027,8498,0.8194,0.6392,0.3456,21500,0.077,6
0.8252,1145,9395,0.8713,0.5519,0.2263,19750,0.051,6
0.7441,1034,17898,0.7639,0.7151,0.2583,20500,0.038,6
0.9311,1017,11828,0.8299,0.7191,0.52,22000,0.042,6
0.6089,1051,16287,0.7861,0.7682,0.4147,22697,0.052,6
0.6294,1209,11566,0.893,0.6043,0.2513,21500,0.056,6
0.8548,1004,6408,0.8113,0.5832,0.3572,21500,0.077,6
0.3948,1253,7339,0.9009,0.4563,0.3515,17000,0.051,7
0.7135,1025,6574,0.7423,0.5068,0.3621,18333.5,0.051,7
0.6651,1204,18962,0.9425,0.5318,0.1879,26035,0.023,7
0.6347,1030,7238,0.8782,0.3548,0.3955,14000,0.048,7
0.5761,1109,15666,0.7885,0.722,0.2822,21700,0.045,7
0.7516,1155,18464,0.8552,0.6095,0.1947,23150,0.024,7
0.7503,1121,19604,0.9032,0.6741,0.2014,26442,0.04,7
0.6393,1270,16474,0.9563,0.3828,0.1549,18500,0.027,7
0.8021,996,16930,0.825,0.6918,0.3598,20616.5,0.038,7
0.4066,1175,14855,0.7673,0.7886,0.4086,23250,0.069,7
0.8151,1077,19352,0.7528,0.748,0.2502,20159,0.056,7
0.9515,1083,10115,0.7776,0.6958,0.3903,21500,0.061,7
0.5523,1234,17091,0.9303,0.3261,0.2489,14793.5,0.043,7
0.7598,1060,14551,0.7844,0.7381,0.3102,20255.5,0.051,7
0.793,1013,12360,0.7536,0.7468,0.3824,15750,0.073,7
0.731,919,17983,0.6687,0.9077,0.5515,25000,0.079,7
0.8067,974,20243,0.717,0.3043,0.1752,18325.5,0.095,7
0.5316,1093,21499,0.7962,0.5684,0.3083,20000,0.093,7
0.6468,1178,17724,0.9191,0.4917,0.1192,21000,0.037,7
0.7568,1014,4068,0.7861,0.4052,0.3454,14793.5,0.043,7
0.4949,1158,21538,0.919,0.5699,0.2677,27000,0.037,7
0.2951,1306,30266,0.941,0.4098,0.1061,25000,0.013,8
0.412,1366,26147,0.9351,0.5866,0.166,27000,0.019,8
0.489,1316,26055,0.9402,0.4356,0.1156,25000,0.02,8
0.4561,1279,27235,0.9279,0.4235,0.1487,25500,0.02,8
0.3231,1394,24465,0.9553,0.4433,0.1424,25759.5,0.042,8
0.3728,1313,27943,0.9171,0.5721,0.1557,24334,0.014,8
0.3816,1305,28317,0.9625,0.6589,0.217,26500,0.026,8
0.3308,1297,27560,0.9226,0.4048,0.1356,22723,0.014,8
0.1716,1391,42339,0.9515,0.2514,0.1103,17777.5,0.016,8
0.2643,1341,23061,0.9049,0.3702,0.1617,20001,0.055,8
0.1556,1422,24114,0.9677,0.3154,0.1636,11500,0.015,8
0.1224,1442,36792,0.9778,0.2328,0.1417,19500,0.013,8
0.0881,1504,26409,0.9934,0.2933,0.1419,17610,0.014,8
0.2349,1400,25687,0.9783,0.2033,0.1502,13399,0.033,8
0.0742,1471,31924,0.9734,0.2659,0.2154,17125,0.02,8
0.0584,1501,27867,0.9706,0.029,0.1016,7500,0.019,8
0.0815,1503,28012,0.9788,0.1992,0.1825,13000,0.017,8
0.1697,1398,35085,0.9598,0.2823,0.1325,17125,0.009,8
0.2719,1384,30431,0.9403,0.3445,0.1375,15500,0.018,8
0.1274,1475,22796,0.9732,0.1349,0.1429,13000,0.013,8
0.1342,1444,23668,0.972,0.371,0.1366,6569,0.011,8
0.1702,1439,26201,0.9799,0.2478,0.1903,11248,0.018,8
0.1984,1380,29928,0.9599,0.3826,0.2308,21500,0.018,8
0.3084,1322,25245,0.9392,0.4495,0.1472,22500,0.009,8
0.2605,1352,31648,0.925,0.4131,0.1987,21500,0.025,8
0.1495,1423,30863,0.9654,0.1963,0.1376,18000,0.006,8
0.3414,1283,26630,0.9126,0.4236,0.1065,21648,0.016,8
0.4044,1332,28909,0.9134,0.3559,0.1855,18750,0.028,8
0.1813,1418,22665,0.9704,0.3918,0.1307,17500,0.017,8
0.1532,1458,28590,0.9769,0.3456,0.1416,18234,0.013,8
0.1428,1434,22937,0.9762,0.1321,0.1998,10453,0.045,8
