DATA,CLOCK,HANDLER,SRC_DB,TEST_DB,CLF,MEASURE,VALUE
091916,1474340658.777037,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474340658.777456,org,school_01,school_01,decision tree,RMSE,1.990719207463213
091916,1474340658.803967,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474340658.804351,org,school_01,school_02,decision tree,RMSE,2.2787260898564776
091916,1474340658.832527,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474340658.832921,org,school_02,school_01,decision tree,RMSE,2.766867462592951
091916,1474340658.861779,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474340658.862164,org,school_02,school_02,decision tree,RMSE,2.0664874474262773
091916,1474340658.873372,lace1,school_01,school_01,linear regression,RMSE,1.6325679586602224
091916,1474340658.873737,lace1,school_01,school_01,decision tree,RMSE,1.9012666343295499
091916,1474340658.884829,lace1,school_01,school_02,linear regression,RMSE,1.9455471831439259
091916,1474340658.88519,lace1,school_01,school_02,decision tree,RMSE,2.1099411963018904
091916,1474340658.896441,lace1,school_02,school_01,linear regression,RMSE,2.2009351383245237
091916,1474340658.896805,lace1,school_02,school_01,decision tree,RMSE,2.6791375063213492
091916,1474340658.90808,lace1,school_02,school_02,linear regression,RMSE,1.7108738008741078
091916,1474340658.908448,lace1,school_02,school_02,decision tree,RMSE,2.0682789409984759
091916,1474340658.917339,lace2,school_01,school_01,linear regression,RMSE,1.7197241730553132
091916,1474340658.917765,lace2,school_01,school_01,decision tree,RMSE,2.0403340322023165
091916,1474340658.926162,lace2,school_01,school_02,linear regression,RMSE,1.9219084595151896
091916,1474340658.926526,lace2,school_01,school_02,decision tree,RMSE,2.2219444270811626
091916,1474340658.93525,lace2,school_02,school_01,linear regression,RMSE,2.2571931704836339
091916,1474340658.935678,lace2,school_02,school_01,decision tree,RMSE,2.4630604269214889
091916,1474340658.944278,lace2,school_02,school_02,linear regression,RMSE,1.6809756772963682
091916,1474340658.944641,lace2,school_02,school_02,decision tree,RMSE,1.9990738596400826
091916,1474341184.642002,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341184.642434,org,school_01,school_01,decision tree,RMSE,1.973903821440218
091916,1474341184.669896,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341184.670296,org,school_01,school_02,decision tree,RMSE,2.2566773346211
091916,1474341184.698349,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341184.698749,org,school_02,school_01,decision tree,RMSE,2.7655285477008094
091916,1474341184.726304,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341184.726714,org,school_02,school_02,decision tree,RMSE,2.0230157173370138
091916,1474341184.738275,lace1,school_01,school_01,linear regression,RMSE,1.7100607988414078
091916,1474341184.738663,lace1,school_01,school_01,decision tree,RMSE,1.9569439515810434
091916,1474341184.749839,lace1,school_01,school_02,linear regression,RMSE,1.9364665683131856
091916,1474341184.750227,lace1,school_01,school_02,decision tree,RMSE,2.0101593819249111
091916,1474341184.761975,lace1,school_02,school_01,linear regression,RMSE,2.1199987849072532
091916,1474341184.762366,lace1,school_02,school_01,decision tree,RMSE,2.3585934289238923
091916,1474341184.774151,lace1,school_02,school_02,linear regression,RMSE,1.6902917127555814
091916,1474341184.774543,lace1,school_02,school_02,decision tree,RMSE,1.9177533151523367
091916,1474341184.78306,lace2,school_01,school_01,linear regression,RMSE,1.6886716409142009
091916,1474341184.783446,lace2,school_01,school_01,decision tree,RMSE,2.0275875100994063
091916,1474341184.791795,lace2,school_01,school_02,linear regression,RMSE,1.7892248125837711
091916,1474341184.792184,lace2,school_01,school_02,decision tree,RMSE,2.2468084360149949
091916,1474341184.80237,lace2,school_02,school_01,linear regression,RMSE,2.242928525044622
091916,1474341184.802759,lace2,school_02,school_01,decision tree,RMSE,2.6197257419361599
091916,1474341184.812002,lace2,school_02,school_02,linear regression,RMSE,1.6630931887620464
091916,1474341184.812389,lace2,school_02,school_02,decision tree,RMSE,2.2068915628934671
091916,1474341186.407287,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341186.407802,org,school_01,school_01,decision tree,RMSE,1.9935079819439083
091916,1474341186.435624,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341186.436027,org,school_01,school_02,decision tree,RMSE,2.2762867748773399
091916,1474341186.466525,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341186.466933,org,school_02,school_01,decision tree,RMSE,2.7284509239574835
091916,1474341186.494358,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341186.494767,org,school_02,school_02,decision tree,RMSE,2.0530014161745762
091916,1474341186.506011,lace1,school_01,school_01,linear regression,RMSE,1.6730139739708336
091916,1474341186.506401,lace1,school_01,school_01,decision tree,RMSE,1.8318175552045448
091916,1474341186.517699,lace1,school_01,school_02,linear regression,RMSE,1.861354932518162
091916,1474341186.51809,lace1,school_01,school_02,decision tree,RMSE,2.1602468994692869
091916,1474341186.529681,lace1,school_02,school_01,linear regression,RMSE,2.2213224103100817
091916,1474341186.530071,lace1,school_02,school_01,decision tree,RMSE,2.3507288073969583
091916,1474341186.541775,lace1,school_02,school_02,linear regression,RMSE,1.7229176697514283
091916,1474341186.542168,lace1,school_02,school_02,decision tree,RMSE,1.9465068427541909
091916,1474341186.5513,lace2,school_01,school_01,linear regression,RMSE,1.6291375356856739
091916,1474341186.55169,lace2,school_01,school_01,decision tree,RMSE,1.9512579038680169
091916,1474341186.560808,lace2,school_01,school_02,linear regression,RMSE,1.8415069456999238
091916,1474341186.561199,lace2,school_01,school_02,decision tree,RMSE,2.191735317893952
091916,1474341186.570437,lace2,school_02,school_01,linear regression,RMSE,2.2874719273311093
091916,1474341186.570826,lace2,school_02,school_01,decision tree,RMSE,2.8486514028246446
091916,1474341186.580112,lace2,school_02,school_02,linear regression,RMSE,1.6932688502403368
091916,1474341186.580501,lace2,school_02,school_02,decision tree,RMSE,2.3843626370972149
091916,1474341188.148248,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341188.14867,org,school_01,school_01,decision tree,RMSE,1.9897887473948734
091916,1474341188.175645,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341188.176048,org,school_01,school_02,decision tree,RMSE,2.2648685678488345
091916,1474341188.203477,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341188.203881,org,school_02,school_01,decision tree,RMSE,2.7895306919769642
091916,1474341188.231407,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341188.231808,org,school_02,school_02,decision tree,RMSE,2.0905430802474201
091916,1474341188.243157,lace1,school_01,school_01,linear regression,RMSE,1.8195159742202043
091916,1474341188.243546,lace1,school_01,school_01,decision tree,RMSE,2.0367003088692623
091916,1474341188.25517,lace1,school_01,school_02,linear regression,RMSE,1.9621791561375161
091916,1474341188.255564,lace1,school_01,school_02,decision tree,RMSE,2.1317702607092643
091916,1474341188.267431,lace1,school_02,school_01,linear regression,RMSE,2.1016786189025929
091916,1474341188.267821,lace1,school_02,school_01,decision tree,RMSE,2.3554507314202411
091916,1474341188.27935,lace1,school_02,school_02,linear regression,RMSE,1.7195018961314985
091916,1474341188.280143,lace1,school_02,school_02,decision tree,RMSE,1.8885620632287059
091916,1474341188.292837,lace2,school_01,school_01,linear regression,RMSE,1.6426057663709905
091916,1474341188.293223,lace2,school_01,school_01,decision tree,RMSE,2.0421484692280258
091916,1474341188.302229,lace2,school_01,school_02,linear regression,RMSE,1.8190561981415816
091916,1474341188.302615,lace2,school_01,school_02,decision tree,RMSE,2.270584848790187
091916,1474341188.311384,lace2,school_02,school_01,linear regression,RMSE,2.2506282694673576
091916,1474341188.311775,lace2,school_02,school_01,decision tree,RMSE,2.6464511527144619
091916,1474341188.320581,lace2,school_02,school_02,linear regression,RMSE,1.6824973107339856
091916,1474341188.320966,lace2,school_02,school_02,decision tree,RMSE,2.2884573487476314
091916,1474341189.830101,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341189.830523,org,school_01,school_01,decision tree,RMSE,1.9823293443899854
091916,1474341189.857468,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341189.857879,org,school_01,school_02,decision tree,RMSE,2.2484562605386733
091916,1474341189.885842,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341189.886257,org,school_02,school_01,decision tree,RMSE,2.8047578623950171
091916,1474341189.91411,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341189.914516,org,school_02,school_02,decision tree,RMSE,2.0385179801894209
091916,1474341189.925986,lace1,school_01,school_01,linear regression,RMSE,1.6507491851820881
091916,1474341189.926381,lace1,school_01,school_01,decision tree,RMSE,1.8479217555986549
091916,1474341189.937526,lace1,school_01,school_02,linear regression,RMSE,2.033094579385804
091916,1474341189.937914,lace1,school_01,school_02,decision tree,RMSE,2.0646943994119233
091916,1474341189.950672,lace1,school_02,school_01,linear regression,RMSE,2.1380900934351437
091916,1474341189.951096,lace1,school_02,school_01,decision tree,RMSE,2.5290900134823784
091916,1474341189.962945,lace1,school_02,school_02,linear regression,RMSE,1.6617049394876184
091916,1474341189.963341,lace1,school_02,school_02,decision tree,RMSE,2.021184104723067
091916,1474341189.971528,lace2,school_01,school_01,linear regression,RMSE,1.7098199871152762
091916,1474341189.971917,lace2,school_01,school_01,decision tree,RMSE,2.2110831935702668
091916,1474341189.980041,lace2,school_01,school_02,linear regression,RMSE,1.7694606332045348
091916,1474341189.980427,lace2,school_01,school_02,decision tree,RMSE,2.2916919190527882
091916,1474341189.989435,lace2,school_02,school_01,linear regression,RMSE,2.35650544492192
091916,1474341189.989824,lace2,school_02,school_01,decision tree,RMSE,2.8060780591555314
091916,1474341189.998826,lace2,school_02,school_02,linear regression,RMSE,1.7113280480470248
091916,1474341189.999217,lace2,school_02,school_02,decision tree,RMSE,2.2827858224351911
091916,1474341191.452055,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341191.452471,org,school_01,school_01,decision tree,RMSE,1.9254629073049958
091916,1474341191.479162,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341191.479565,org,school_01,school_02,decision tree,RMSE,2.2402050170728836
091916,1474341191.506612,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341191.507013,org,school_02,school_01,decision tree,RMSE,2.771548571012509
091916,1474341191.534788,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341191.535205,org,school_02,school_02,decision tree,RMSE,2.115200717207252
091916,1474341191.54674,lace1,school_01,school_01,linear regression,RMSE,1.6308431951307787
091916,1474341191.54713,lace1,school_01,school_01,decision tree,RMSE,1.9061304607327729
091916,1474341191.558275,lace1,school_01,school_02,linear regression,RMSE,1.9138866580888787
091916,1474341191.558663,lace1,school_01,school_02,decision tree,RMSE,2.2261077142752002
091916,1474341191.572208,lace1,school_02,school_01,linear regression,RMSE,2.1191389189989143
091916,1474341191.572601,lace1,school_02,school_01,decision tree,RMSE,2.4540216425741281
091916,1474341191.583988,lace1,school_02,school_02,linear regression,RMSE,1.7202196789647355
091916,1474341191.58438,lace1,school_02,school_02,decision tree,RMSE,1.9484086574166868
091916,1474341191.592078,lace2,school_01,school_01,linear regression,RMSE,1.661021045867513
091916,1474341191.592475,lace2,school_01,school_01,decision tree,RMSE,2.0718572809420519
091916,1474341191.600049,lace2,school_01,school_02,linear regression,RMSE,1.8015210967432171
091916,1474341191.600438,lace2,school_01,school_02,decision tree,RMSE,2.2558565754251507
091916,1474341191.609086,lace2,school_02,school_01,linear regression,RMSE,2.2714297942673638
091916,1474341191.609477,lace2,school_02,school_01,decision tree,RMSE,2.7066447727631209
091916,1474341191.618096,lace2,school_02,school_02,linear regression,RMSE,1.684858398201758
091916,1474341191.618489,lace2,school_02,school_02,decision tree,RMSE,1.9071017374636932
091916,1474341193.128813,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341193.12924,org,school_01,school_01,decision tree,RMSE,2.0120010308516614
091916,1474341193.156283,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341193.156691,org,school_01,school_02,decision tree,RMSE,2.2566773346211
091916,1474341193.185133,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341193.185546,org,school_02,school_01,decision tree,RMSE,2.7708803254160541
091916,1474341193.213209,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341193.213619,org,school_02,school_02,decision tree,RMSE,2.0593058880945154
091916,1474341193.22624,lace1,school_01,school_01,linear regression,RMSE,1.6729363407948405
091916,1474341193.227023,lace1,school_01,school_01,decision tree,RMSE,1.9061304607327729
091916,1474341193.240518,lace1,school_01,school_02,linear regression,RMSE,1.9084497197627772
091916,1474341193.240909,lace1,school_01,school_02,decision tree,RMSE,2.0655911179772888
091916,1474341193.252297,lace1,school_02,school_01,linear regression,RMSE,2.139756368728861
091916,1474341193.252683,lace1,school_02,school_01,decision tree,RMSE,2.4106246309019395
091916,1474341193.263947,lace1,school_02,school_02,linear regression,RMSE,1.6976848916389315
091916,1474341193.264334,lace1,school_02,school_02,decision tree,RMSE,1.9832633040858021
091916,1474341193.272428,lace2,school_01,school_01,linear regression,RMSE,1.7194939391586554
091916,1474341193.272817,lace2,school_01,school_01,decision tree,RMSE,2.1178255795001593
091916,1474341193.280953,lace2,school_01,school_02,linear regression,RMSE,1.9087869552783487
091916,1474341193.281339,lace2,school_01,school_02,decision tree,RMSE,2.2435091560618452
091916,1474341193.29029,lace2,school_02,school_01,linear regression,RMSE,2.2052546871708656
091916,1474341193.29068,lace2,school_02,school_01,decision tree,RMSE,2.4705674861666305
091916,1474341193.299725,lace2,school_02,school_02,linear regression,RMSE,1.6762774971342786
091916,1474341193.300116,lace2,school_02,school_02,decision tree,RMSE,2.1875066137466157
091916,1474341194.822558,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341194.822978,org,school_01,school_01,decision tree,RMSE,1.973903821440218
091916,1474341194.854691,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341194.855104,org,school_01,school_02,decision tree,RMSE,2.2730302828309759
091916,1474341194.883098,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341194.883506,org,school_02,school_01,decision tree,RMSE,2.750084173795952
091916,1474341194.913598,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341194.914012,org,school_02,school_02,decision tree,RMSE,2.0221001184137468
091916,1474341194.925871,lace1,school_01,school_01,linear regression,RMSE,1.6744159566370247
091916,1474341194.926266,lace1,school_01,school_01,decision tree,RMSE,1.864880097426582
091916,1474341194.937655,lace1,school_01,school_02,linear regression,RMSE,1.9054347568801153
091916,1474341194.938043,lace1,school_01,school_02,decision tree,RMSE,2.0593058880945154
091916,1474341194.949704,lace1,school_02,school_01,linear regression,RMSE,2.140281209055527
091916,1474341194.950093,lace1,school_02,school_01,decision tree,RMSE,2.4974060617042309
091916,1474341194.961525,lace1,school_02,school_02,linear regression,RMSE,1.673506998445804
091916,1474341194.961913,lace1,school_02,school_02,decision tree,RMSE,1.8618986725025255
091916,1474341194.970462,lace2,school_01,school_01,linear regression,RMSE,1.6811713159921047
091916,1474341194.970851,lace2,school_01,school_01,decision tree,RMSE,2.055705700222171
091916,1474341194.979317,lace2,school_01,school_02,linear regression,RMSE,1.9134194238270104
091916,1474341194.979704,lace2,school_01,school_02,decision tree,RMSE,2.281974453714898
091916,1474341194.988655,lace2,school_02,school_01,linear regression,RMSE,2.2979800650457878
091916,1474341194.989044,lace2,school_02,school_01,decision tree,RMSE,2.65901680520646
091916,1474341194.99796,lace2,school_02,school_02,linear regression,RMSE,1.7065702733136892
091916,1474341194.998347,lace2,school_02,school_02,decision tree,RMSE,2.2697691186223881
091916,1474341196.492329,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341196.492744,org,school_01,school_01,decision tree,RMSE,2.0101593819249111
091916,1474341196.523859,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341196.524269,org,school_01,school_02,decision tree,RMSE,2.263232692902394
091916,1474341196.555664,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341196.556157,org,school_02,school_01,decision tree,RMSE,2.7413162558914679
091916,1474341196.584752,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341196.585154,org,school_02,school_02,decision tree,RMSE,2.0457725155024411
091916,1474341196.596377,lace1,school_01,school_01,linear regression,RMSE,1.7616828462754834
091916,1474341196.596765,lace1,school_01,school_01,decision tree,RMSE,1.8777449043802319
091916,1474341196.608346,lace1,school_01,school_02,linear regression,RMSE,1.9341072572481253
091916,1474341196.608744,lace1,school_01,school_02,decision tree,RMSE,2.1055482263138341
091916,1474341196.620361,lace1,school_02,school_01,linear regression,RMSE,2.1561693217324347
091916,1474341196.620752,lace1,school_02,school_01,decision tree,RMSE,2.4267032964268394
091916,1474341196.63226,lace1,school_02,school_02,linear regression,RMSE,1.756795875195531
091916,1474341196.632648,lace1,school_02,school_02,decision tree,RMSE,1.8388804967918611
091916,1474341196.641294,lace2,school_01,school_01,linear regression,RMSE,1.653507813195346
091916,1474341196.641684,lace2,school_01,school_01,decision tree,RMSE,1.7940229983248595
091916,1474341196.650382,lace2,school_01,school_02,linear regression,RMSE,1.875384563118462
091916,1474341196.650769,lace2,school_01,school_02,decision tree,RMSE,2.1781745670272721
091916,1474341196.659311,lace2,school_02,school_01,linear regression,RMSE,2.3500960937383519
091916,1474341196.6597,lace2,school_02,school_01,decision tree,RMSE,2.8544961285922512
091916,1474341196.668144,lace2,school_02,school_02,linear regression,RMSE,1.7037348081165908
091916,1474341196.668537,lace2,school_02,school_02,decision tree,RMSE,2.2152668930418762
091916,1474341198.192973,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341198.193523,org,school_01,school_01,decision tree,RMSE,1.9832633040858021
091916,1474341198.222904,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341198.223344,org,school_01,school_02,decision tree,RMSE,2.2360679774997898
091916,1474341198.251812,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341198.25222,org,school_02,school_01,decision tree,RMSE,2.7594953913378464
091916,1474341198.280675,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341198.281207,org,school_02,school_02,decision tree,RMSE,2.0958512811248302
091916,1474341198.292634,lace1,school_01,school_01,linear regression,RMSE,1.6279709934571169
091916,1474341198.293027,lace1,school_01,school_01,decision tree,RMSE,1.8226964152656422
091916,1474341198.304843,lace1,school_01,school_02,linear regression,RMSE,1.9258881096910063
091916,1474341198.30523,lace1,school_01,school_02,decision tree,RMSE,2.1464872250743556
091916,1474341198.317,lace1,school_02,school_01,linear regression,RMSE,2.1323301784499926
091916,1474341198.317391,lace1,school_02,school_01,decision tree,RMSE,2.3936644772460549
091916,1474341198.332111,lace1,school_02,school_02,linear regression,RMSE,1.6813047231791343
091916,1474341198.332502,lace1,school_02,school_02,decision tree,RMSE,1.9776529298921768
091916,1474341198.34104,lace2,school_01,school_01,linear regression,RMSE,1.664991880341155
091916,1474341198.341429,lace2,school_01,school_01,decision tree,RMSE,2.00554786086551
091916,1474341198.349885,lace2,school_01,school_02,linear regression,RMSE,1.8590593328128837
091916,1474341198.35036,lace2,school_01,school_02,decision tree,RMSE,2.2997584414213788
091916,1474341198.360219,lace2,school_02,school_01,linear regression,RMSE,2.4100680714313669
091916,1474341198.360654,lace2,school_02,school_01,decision tree,RMSE,2.7782221866723544
091916,1474341198.370092,lace2,school_02,school_02,linear regression,RMSE,1.7398216556832231
091916,1474341198.370481,lace2,school_02,school_02,decision tree,RMSE,2.1959558789334137
091916,1474341199.856741,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341199.85723,org,school_01,school_01,decision tree,RMSE,1.9804601036683931
091916,1474341199.884591,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341199.884997,org,school_01,school_02,decision tree,RMSE,2.301368353023109
091916,1474341199.912887,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341199.913301,org,school_02,school_01,decision tree,RMSE,2.7775555466659556
091916,1474341199.942273,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341199.942703,org,school_02,school_02,decision tree,RMSE,2.0637972912229676
091916,1474341199.954085,lace1,school_01,school_01,linear regression,RMSE,1.633388709149542
091916,1474341199.954476,lace1,school_01,school_01,decision tree,RMSE,1.9061304607327729
091916,1474341199.965683,lace1,school_01,school_02,linear regression,RMSE,1.9113402590653226
